Date,Price,Open,High,Low
2021-09-14,790.9708039109179,794.1692015209126,794.1692015209126,790.5253938077132
2021-09-13,790.6735525958142,791.8199238923621,792.5338407175863,787.5051644468606
2021-09-09,793.0504624591948,791.2538084874865,793.4519858541894,790.0569912948857
2021-09-08,788.8713434452872,790.2296858071505,790.5327735644637,784.4593716143012
2021-09-07,793.5659041394337,795.4614651416123,797.2912581699346,789.8293845315904
2021-09-03,796.5189092902165,794.5115100027404,797.4073718827076,791.505480953686
2021-09-02,792.609124537608,786.8287436635155,793.08096999589,784.9416358405261
2021-09-01,785.5625428140842,791.3896424167694,793.515687080422,784.5444581449515
2021-08-31,788.9292666209732,781.290610006854,789.9281699794379,779.4256339958876
2021-08-30,776.2281348069313,768.5802974484923,777.1629144494473,768.3157320234684
2021-08-27,763.9134340547163,760.3502109704641,764.7778685177624,757.8041377432967
2021-08-26,754.7430190206394,755.27330365574,756.9457709429381,753.4610818831783
2021-08-25,753.6603799003097,755.3153711437424,757.0810992860029,753.0642597332615
2021-08-24,754.8762983947121,750.6692297315527,755.7428841224876,749.181707810603
2021-08-23,749.5384511602806,751.4279546681057,752.5791958985428,745.2818402590393
2021-08-20,744.1737726967049,741.8847343644923,747.0498991257566,739.9324815063889
2021-08-18,749.0169651272384,754.9927292311835,755.6021273730981,747.4739464117409
2021-08-17,750.0977413283141,747.0508201129336,750.9394998655553,744.6422425383167
2021-08-16,749.1923439816687,747.8061733387249,750.5155681358674,745.1276452352068
2021-08-13,746.7307381465517,739.6544989224138,747.4109644396552,739.567483836207
2021-08-12,738.0430628448393,735.3144933387161,738.448391871888,733.9072803122057
2021-08-11,734.3559595959596,737.1131313131314,737.4914478114478,729.5245791245791
2021-08-10,732.2773154362417,731.0242953020133,735.2974496644296,728.9767785234899
2021-08-09,732.106715112367,731.8760597496972,734.5542995559144,728.3578253263355
2021-08-06,731.6042593341421,734.4948106213775,736.4008626499528,730.6959158916296
2021-08-05,735.3959514170041,736.5268556005399,738.4242914979758,731.8608636977059
2021-08-04,733.24032366824,729.2140256237357,734.5368846931894,728.716250842886
2021-08-03,724.8937373737374,715.5012794612795,725.7640404040404,714.9946127946127
2021-08-02,712.180632145259,711.5168796234028,712.6667114996637,710.2095494283793
2021-07-30,707.3828356201237,710.1474307237019,711.7329835889158,706.6708366962605
2021-07-29,709.1322558922559,709.6771717171717,710.803771043771,707.8975084175084
2021-07-28,703.7534889962426,706.8396403650028,706.8396403650028,695.1520397208803
2021-07-27,705.7551677852349,711.3519463087248,711.7409395973154,703.8010738255034
2021-07-26,710.8577000672495,712.6464021519839,714.2356422326833,709.9344989912576
2021-07-23,711.6577109081139,711.551182160129,713.5236432025793,707.331676518001
2021-07-22,709.6052914316411,705.003491807682,710.0088638195004,704.6901692183724
2021-07-20,699.7119302949062,702.853619302949,703.2845844504022,697.2320375335122
2021-07-19,702.1162324649299,702.8321977287909,705.6936539746159,700.1454909819639
2021-07-16,712.2377697359603,713.6362417906447,714.2582763704597,710.3215386677389
2021-07-15,713.0630449362844,710.5149564050972,714.5019450033535,710.2405097250168
2021-07-14,709.7404078347196,708.3638314998658,710.7402736785618,705.8219747786422
2021-07-13,708.2234599382633,707.21903100255,708.7217823110991,705.2164810092604
2021-07-12,702.4234173819742,705.9325375536481,706.8201448497854,700.2274678111588
2021-07-09,702.8872937072321,704.5248893063196,705.1620823829331,700.7649268750839
2021-07-08,703.169341894061,709.8139379347244,710.3134028892455,701.2953451043338
2021-07-07,709.1934233391258,707.3881833979415,709.8704718620505,705.1431626787862
2021-07-06,708.7849289353715,708.9682220434432,712.3809332260661,708.0206489675517
2021-07-02,704.3976647429874,703.7250033552543,704.9778553214334,700.2775466380351
2021-07-01,701.6979613733905,705.988465665236,705.988465665236,701.1938036480686
2021-06-30,706.0770886586843,708.3423920355173,711.3671465088121,705.6187272971882
2021-06-29,707.3584600888411,710.671153587293,710.9492529277156,706.3907659173508
2021-06-28,709.8612195450262,715.1262619464261,715.1262619464261,709.0254408399514
2021-06-25,713.8527110871324,713.2069058537902,714.5005395198274,709.6640140275155
2021-06-24,710.8038845427569,708.3162934987861,712.5799838144052,706.569328297815
2021-06-23,705.599352488871,713.7778227438284,713.7778227438284,705.0333198435183
2021-06-22,707.1226300927793,711.1071668683609,713.4208686298239,706.206131504639
2021-06-21,708.7417093556214,699.4816662173092,709.4793744944728,697.4951469398759
2021-06-18,706.021715673051,709.0379012678716,709.2852711087132,695.9955489614243
2021-06-17,705.5465210355987,702.8350862998922,708.2508090614887,701.7328748651565
2021-06-16,716.163961260401,719.9864957031782,720.4516437048151,715.121675078434
2021-06-15,719.4689843217451,719.1796864349012,720.7840490797547,718.0816632583504
2021-06-14,718.3095954073265,717.5005467468562,718.8480043739748,709.9003553854566
2021-06-11,716.4767886400874,716.5099672310214,718.7538230475151,715.3051611141453
2021-06-10,715.464705882353,713.3228454172367,716.0923392612859,710.7786593707251
2021-06-09,711.7243080295971,718.0242532200602,718.6478487256782,708.6471636064675
2021-06-08,716.7910324969148,718.8909913615795,718.941862059509,714.864116275881
2021-06-07,718.7982142857144,717.464010989011,719.4875000000001,715.0379120879121
2021-06-04,714.9725538630438,718.6430629888843,718.9381089611636,712.9504597227939
2021-06-03,715.4147377071633,713.8964525407479,715.9735652650322,711.4395288316668
2021-06-02,710.5588598053995,709.1832259832807,711.4419624503221,705.0922296834316
2021-06-01,713.0973499931347,714.918440203213,717.130989976658,711.367293697652
