,SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
882,883,Binance Coin,BNB,2019-12-25 23:59:59,13.4761,13.0651,13.4591,13.1748,152718120.5,2049171218.0
883,884,Binance Coin,BNB,2019-12-26 23:59:59,13.524,13.1567,13.1768,13.2086,157660620.1,2054427896.0
884,885,Binance Coin,BNB,2019-12-27 23:59:59,13.4398,13.123,13.2086,13.3627,164413385.2,2078393489.0
885,886,Binance Coin,BNB,2019-12-28 23:59:59,13.7935,13.3349,13.3534,13.7054,197525901.3,2131695468.0
886,887,Binance Coin,BNB,2019-12-29 23:59:59,14.2256,13.6463,13.6968,14.15,225354585.0,2200851434.0
887,888,Binance Coin,BNB,2019-12-30 23:59:59,14.4706,13.9244,14.1551,13.9474,187275635.5,2169339286.0
888,889,Binance Coin,BNB,2019-12-31 23:59:59,14.0953,13.6487,13.9521,13.7276,166278253.9,2135152371.0
889,890,Binance Coin,BNB,2020-01-01 23:59:59,13.8739,13.6549,13.731,13.6891,172980717.8,2129155037.0
890,891,Binance Coin,BNB,2020-01-02 23:59:59,13.7155,12.99,13.6981,13.027,156376427.5,2026178426.0
891,892,Binance Coin,BNB,2020-01-03 23:59:59,13.7637,13.0126,13.0353,13.6605,173683856.9,2124701780.0
892,893,Binance Coin,BNB,2020-01-04 23:59:59,13.9219,13.56,13.6674,13.8915,182230373.7,2160640037.0
893,894,Binance Coin,BNB,2020-01-05 23:59:59,14.4108,13.8865,13.8883,14.111,202552703.1,2194781443.0
894,895,Binance Coin,BNB,2020-01-06 23:59:59,15.0036,14.1112,14.1112,14.9578,224800409.0,2326488219.0
895,896,Binance Coin,BNB,2020-01-07 23:59:59,15.1353,14.5684,14.9662,15.0092,191948559.8,2334489402.0
896,897,Binance Coin,BNB,2020-01-08 23:59:59,15.2422,14.338,15.0223,14.6029,183632221.9,2271292397.0
897,898,Binance Coin,BNB,2020-01-09 23:59:59,14.6111,14.3054,14.5892,14.4983,169699829.3,2255020118.0
898,899,Binance Coin,BNB,2020-01-10 23:59:59,15.0277,14.1821,14.4784,15.0258,200173072.3,2337067557.0
899,900,Binance Coin,BNB,2020-01-11 23:59:59,15.2502,14.7795,15.021,14.9463,201663502.6,2324702656.0
900,901,Binance Coin,BNB,2020-01-12 23:59:59,15.4721,14.8699,14.9462,15.3221,231150157.9,2383146449.0
901,902,Binance Coin,BNB,2020-01-13 23:59:59,15.3554,14.9912,15.3223,15.2273,211785744.1,2368399884.0
902,903,Binance Coin,BNB,2020-01-14 23:59:59,16.7907,15.1944,15.2153,16.6261,299316969.4,2585972299.0
903,904,Binance Coin,BNB,2020-01-15 23:59:59,18.0963,16.3944,16.6039,17.6548,380806616.3,2745971388.0
904,905,Binance Coin,BNB,2020-01-16 23:59:59,17.6608,16.4398,17.6464,17.0769,260423403.9,2656091975.0
905,906,Binance Coin,BNB,2020-01-17 23:59:59,18.3618,17.0889,17.1128,18.1352,347229168.5,2820689255.0
906,907,Binance Coin,BNB,2020-01-18 23:59:59,18.3145,17.5552,18.1296,17.8239,257317647.4,2772273817.0
907,908,Binance Coin,BNB,2020-01-19 23:59:59,18.4378,16.8411,17.831,17.3693,266285620.8,2701556607.0
908,909,Binance Coin,BNB,2020-01-20 23:59:59,17.5537,16.8644,17.3925,17.3253,245125918.6,2694716492.0
909,910,Binance Coin,BNB,2020-01-21 23:59:59,18.1467,17.1692,17.3277,18.1277,295922233.2,2819517646.0
910,911,Binance Coin,BNB,2020-01-22 23:59:59,18.3537,17.5988,18.1242,17.7984,237634401.5,2768298455.0
911,912,Binance Coin,BNB,2020-01-23 23:59:59,17.817,16.7875,17.8114,17.0214,221009513.2,2647453375.0
912,913,Binance Coin,BNB,2020-01-24 23:59:59,17.395,16.4897,17.0313,17.0474,213341614.5,2651498156.0
913,914,Binance Coin,BNB,2020-01-25 23:59:59,17.109,16.6032,17.0494,16.9761,208315918.9,2640407667.0
914,915,Binance Coin,BNB,2020-01-26 23:59:59,17.4945,16.8738,16.9733,17.4386,248646035.9,2712347641.0
915,916,Binance Coin,BNB,2020-01-27 23:59:59,17.8951,17.2798,17.4432,17.6913,227584506.1,2751653009.0
916,917,Binance Coin,BNB,2020-01-28 23:59:59,18.1151,17.5,17.6835,18.1151,257579475.0,2817568636.0
