,SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1879,1880,Ethereum,ETH,2020-09-29 23:59:59,360.3534,352.1469,354.363,359.7574,11600013236.4015,40581050364.0637
1880,1881,Ethereum,ETH,2020-09-30 23:59:59,361.1788,353.3279,360.0385,359.9379,11818610609.9113,40606130497.9626
1881,1882,Ethereum,ETH,2020-10-01 23:59:59,369.2644,346.477,360.3092,353.2059,14679481910.9031,39851388059.3796
1882,1883,Ethereum,ETH,2020-10-02 23:59:59,354.1154,336.4672,352.9497,346.2389,14215390462.624,39069960289.619
1883,1884,Ethereum,ETH,2020-10-03 23:59:59,351.3077,344.6666,346.2186,346.5221,10060167888.7253,39106512853.707
1884,1885,Ethereum,ETH,2020-10-04 23:59:59,354.0458,345.131,346.6022,352.579,10696959019.871,39794771395.6734
1885,1886,Ethereum,ETH,2020-10-05 23:59:59,355.2141,349.6799,352.7368,353.9568,11809507621.8211,39954971652.3533
1886,1887,Ethereum,ETH,2020-10-06 23:59:59,354.989,338.0033,353.9565,340.8158,12830796111.9733,38476195645.3872
1887,1888,Ethereum,ETH,2020-10-07 23:59:59,342.4508,334.5456,340.9431,341.8087,11929918060.0174,38592810957.352
1888,1889,Ethereum,ETH,2020-10-08 23:59:59,352.2115,335.6475,342.0446,350.7662,13461017711.4589,39608808456.552
1889,1890,Ethereum,ETH,2020-10-09 23:59:59,368.3103,348.2058,351.1129,365.5905,13043501762.9057,41287658659.5033
1890,1891,Ethereum,ETH,2020-10-10 23:59:59,378.2672,365.354,365.4025,370.9676,13618484323.7013,41899893524.1229
1891,1892,Ethereum,ETH,2020-10-11 23:59:59,377.2468,369.828,370.9284,375.142,12584512532.9973,42376475414.9014
1892,1893,Ethereum,ETH,2020-10-12 23:59:59,395.1221,366.6423,374.7987,387.7313,15867455423.6891,43805601681.1908
1893,1894,Ethereum,ETH,2020-10-13 23:59:59,387.3757,375.5825,387.143,381.1908,14226744837.6741,43072303017.7941
1894,1895,Ethereum,ETH,2020-10-14 23:59:59,387.2962,374.175,381.9715,379.484,13918846566.5893,42884585295.289
1895,1896,Ethereum,ETH,2020-10-15 23:59:59,381.2088,371.3541,379.1922,377.4418,14964182545.4984,42659015495.3878
1896,1897,Ethereum,ETH,2020-10-16 23:59:59,380.0215,362.5974,377.8685,366.229,14670784817.4272,41396681082.8815
1897,1898,Ethereum,ETH,2020-10-17 23:59:59,369.7681,364.489,366.0157,368.8559,10951115359.4915,41698592885.6269
1898,1899,Ethereum,ETH,2020-10-18 23:59:59,378.5976,368.1292,368.7275,378.2137,11047103109.4194,42761561163.7144
1899,1900,Ethereum,ETH,2020-10-19 23:59:59,383.3177,373.7023,378.4696,379.9356,12811242091.7895,42961460205.9913
1900,1901,Ethereum,ETH,2020-10-20 23:59:59,380.761,367.6011,379.7197,369.1369,13741586581.7625,41745418861.3612
1901,1902,Ethereum,ETH,2020-10-21 23:59:59,400.6273,368.728,369.0594,392.19,20241324322.3243,44354670581.8759
1902,1903,Ethereum,ETH,2020-10-22 23:59:59,420.1417,391.2763,391.4886,413.773,15772846484.7101,46795599920.8563
1903,1904,Ethereum,ETH,2020-10-23 23:59:59,418.9599,403.082,414.0513,409.7667,14256222051.8467,46356841439.7587
1904,1905,Ethereum,ETH,2020-10-24 23:59:59,416.5997,407.8517,409.7672,412.4576,12201739193.9728,46666915712.1168
1905,1906,Ethereum,ETH,2020-10-25 23:59:59,417.1592,405.3507,412.4576,406.2178,10890207469.0174,45966378924.7052
1906,1907,Ethereum,ETH,2020-10-26 23:59:59,411.2799,383.7829,406.218,393.8883,15155684229.2008,44576504573.7898
1907,1908,Ethereum,ETH,2020-10-27 23:59:59,409.7729,390.6084,393.8882,403.997,13940434101.8557,45726046137.4105
1908,1909,Ethereum,ETH,2020-10-28 23:59:59,408.9647,381.1463,403.9971,388.6508,15276441134.2513,43994384279.6772
1909,1910,Ethereum,ETH,2020-10-29 23:59:59,393.2277,381.2887,388.6511,386.7301,12920477749.3985,43782246356.0465
1910,1911,Ethereum,ETH,2020-10-30 23:59:59,391.4647,375.0924,386.7302,382.82,13688056969.6741,43344676042.686
1911,1912,Ethereum,ETH,2020-10-31 23:59:59,393.0101,381.2953,382.82,386.5903,11276963425.9458,43776829150.3753
1912,1913,Ethereum,ETH,2020-11-01 23:59:59,397.1161,385.1655,386.5903,396.3582,10475146018.4019,44888307221.4062
1913,1914,Ethereum,ETH,2020-11-02 23:59:59,403.2407,381.0176,396.356,383.1567,13997574252.2273,43398380100.6945
1914,1915,Ethereum,ETH,2020-11-03 23:59:59,389.5154,371.3127,383.156,387.6022,12588494762.1752,43907159817.4854
1915,1916,Ethereum,ETH,2020-11-04 23:59:59,407.6657,377.8276,387.6032,402.142,15126077675.4761,45559668259.4485
1916,1917,Ethereum,ETH,2020-11-05 23:59:59,417.5259,397.2458,402.1429,414.0673,15440711037.6793,46916321971.2127
1917,1918,Ethereum,ETH,2020-11-06 23:59:59,456.2006,412.9823,414.0667,454.7193,16738305610.4518,51528636308.3972
1918,1919,Ethereum,ETH,2020-11-07 23:59:59,465.6755,428.4564,454.7226,435.7131,18873289788.2731,49380744877.9933
1919,1920,Ethereum,ETH,2020-11-08 23:59:59,457.7805,433.1538,435.7188,453.5548,11292383601.2279,51408911249.9653
1920,1921,Ethereum,ETH,2020-11-09 23:59:59,457.3496,435.1639,453.5742,444.1631,13704320629.6721,50350406402.2734
1921,1922,Ethereum,ETH,2020-11-10 23:59:59,453.7584,439.6001,444.1664,449.6796,12090381666.3034,50981825541.8931
1922,1923,Ethereum,ETH,2020-11-11 23:59:59,473.5789,449.5249,449.6797,462.9605,14075403511.0787,52493805531.7398
1923,1924,Ethereum,ETH,2020-11-12 23:59:59,467.6778,452.0724,462.9595,461.0053,12877327233.6803,52278353037.571
1924,1925,Ethereum,ETH,2020-11-13 23:59:59,475.2173,457.2983,461.0055,474.6264,13191505724.7391,53829432990.0905
1925,1926,Ethereum,ETH,2020-11-14 23:59:59,475.1614,452.9861,474.6264,460.1498,10312037942.273,52193800907.0346
1926,1927,Ethereum,ETH,2020-11-15 23:59:59,460.9941,440.2543,460.1499,447.5591,10308617164.8061,50771836456.3885
1927,1928,Ethereum,ETH,2020-11-16 23:59:59,463.831,445.5016,447.559,459.9403,11441239444.3316,52182517296.9065
1928,1929,Ethereum,ETH,2020-11-17 23:59:59,482.2322,460.7766,464.4067,480.3601,14593057876.603,54505786216.1597
1929,1930,Ethereum,ETH,2020-11-18 23:59:59,491.9999,465.831,480.3468,479.4841,17880199224.0672,54412825617.0265
1930,1931,Ethereum,ETH,2020-11-19 23:59:59,480.1217,465.7042,479.481,471.6304,12473929217.9035,53528035617.4252
1931,1932,Ethereum,ETH,2020-11-20 23:59:59,513.6103,471.6315,471.6315,509.7446,18629943296.2047,57860686203.5936
1932,1933,Ethereum,ETH,2020-11-21 23:59:59,550.2274,504.2378,509.7446,549.4866,20757099183.9086,62379287098.8456
1933,1934,Ethereum,ETH,2020-11-22 23:59:59,579.3725,514.5172,549.4866,558.0681,21967049601.052,63361036975.4983
1934,1935,Ethereum,ETH,2020-11-23 23:59:59,609.9876,551.2652,558.0595,608.454,27272302871.8553,69089845802.231
1935,1936,Ethereum,ETH,2020-11-24 23:59:59,621.1734,593.8352,608.5228,603.8977,23281758099.8414,68580780139.3562
1936,1937,Ethereum,ETH,2020-11-25 23:59:59,605.0942,559.6714,603.9021,570.6866,20088492892.576,64816875592.5414
1937,1938,Ethereum,ETH,2020-11-26 23:59:59,575.6415,485.4973,570.5149,518.8012,31104004592.4767,58930920928.501
1938,1939,Ethereum,ETH,2020-11-27 23:59:59,530.7771,497.2426,519.1081,517.4937,16831105702.9712,58789344388.9776
1939,1940,Ethereum,ETH,2020-11-28 23:59:59,548.0449,508.1254,517.5974,538.2298,14770243833.1856,61152393529.211
1940,1941,Ethereum,ETH,2020-11-29 23:59:59,576.6024,531.9875,538.2646,575.758,15017517758.1731,65424084296.2893
1941,1942,Ethereum,ETH,2020-11-30 23:59:59,615.2405,571.5378,575.7571,614.8425,20276867832.9738,69873714778.4793
1942,1943,Ethereum,ETH,2020-12-01 23:59:59,635.1606,571.754,615.0703,587.3242,27178964464.8954,66754367842.1241
1943,1944,Ethereum,ETH,2020-12-02 23:59:59,604.0225,578.741,587.2616,598.3523,16883292129.4091,68015797685.3255
1944,1945,Ethereum,ETH,2020-12-03 23:59:59,622.4527,588.3464,598.4592,616.7088,16146190946.4319,70110808537.5441
1945,1946,Ethereum,ETH,2020-12-04 23:59:59,618.9831,569.2835,616.7228,569.3542,16337589996.8974,64734997134.6774
1946,1947,Ethereum,ETH,2020-12-05 23:59:59,596.5955,563.1066,569.3476,596.5955,13498010566.2231,67840334209.4902
1947,1948,Ethereum,ETH,2020-12-06 23:59:59,606.7919,584.4117,596.5687,601.909,11290893016.0945,68452719868.0141
1948,1949,Ethereum,ETH,2020-12-07 23:59:59,602.9179,585.4287,601.7971,591.8434,10720480961.5263,67315962016.4506
1949,1950,Ethereum,ETH,2020-12-08 23:59:59,594.7516,552.4692,591.9008,554.8278,14398919320.0701,63113292236.5787
1950,1951,Ethereum,ETH,2020-12-09 23:59:59,577.2884,532.9984,554.7929,573.4791,15855915839.9095,65242758700.2179
1951,1952,Ethereum,ETH,2020-12-10 23:59:59,574.6001,549.7841,573.504,559.6785,11672582039.8298,63680254164.818
1952,1953,Ethereum,ETH,2020-12-11 23:59:59,560.3767,537.8117,559.6792,545.7973,11098819124.362,62108208317.232
1953,1954,Ethereum,ETH,2020-12-12 23:59:59,573.3394,545.2456,545.5786,568.5673,8534557897.3503,64706942225.9953
1954,1955,Ethereum,ETH,2020-12-13 23:59:59,593.7812,564.566,568.6099,589.6632,9070377861.783,67115726662.029
1955,1956,Ethereum,ETH,2020-12-14 23:59:59,590.493,577.1184,589.7825,586.0112,8125837101.5418,66708003325.0471
1956,1957,Ethereum,ETH,2020-12-15 23:59:59,596.2477,580.6288,586.0218,589.3556,9326645839.9511,67096668321.697
1957,1958,Ethereum,ETH,2020-12-16 23:59:59,636.6403,582.0391,589.3787,636.1818,15817248372.9448,72436347872.1691
1958,1959,Ethereum,ETH,2020-12-17 23:59:59,673.8342,628.7494,636.1542,642.869,25479532147.2032,73206412680.5087
1959,1960,Ethereum,ETH,2020-12-18 23:59:59,662.6991,632.3561,642.917,654.8119,15756303982.8725,74575304994.5529
1960,1961,Ethereum,ETH,2020-12-19 23:59:59,668.7696,646.6162,654.6242,659.2979,12830893777.764,75095087629.0038
1961,1962,Ethereum,ETH,2020-12-20 23:59:59,659.9237,625.0145,659.185,638.2908,13375855441.5597,72711065644.9765
1962,1963,Ethereum,ETH,2020-12-21 23:59:59,646.8466,600.836,638.3152,609.8179,14419493620.6614,69475834114.5396
1963,1964,Ethereum,ETH,2020-12-22 23:59:59,635.0766,589.552,609.4206,634.8542,14745890080.1638,72336758959.732
1964,1965,Ethereum,ETH,2020-12-23 23:59:59,637.1228,560.3642,634.8246,583.7146,15261413038.2628,66517758494.1596
1965,1966,Ethereum,ETH,2020-12-24 23:59:59,613.8152,568.5964,584.1356,611.6072,14317413702.7333,69704465559.6619
1966,1967,Ethereum,ETH,2020-12-25 23:59:59,633.0614,605.4244,611.5546,626.4107,13520927699.5273,71400061459.6273
1967,1968,Ethereum,ETH,2020-12-26 23:59:59,650.7214,617.4021,626.498,635.8358,14761125202.3744,72483025274.8534
1968,1969,Ethereum,ETH,2020-12-27 23:59:59,711.3936,628.335,635.8872,682.6424,26093552820.7514,77828069141.0464
1969,1970,Ethereum,ETH,2020-12-28 23:59:59,745.8778,683.2058,683.2058,730.3974,24222565862.3615,83282601744.9275
1970,1971,Ethereum,ETH,2020-12-29 23:59:59,737.9529,692.1494,730.3587,731.5201,18710683199.3582,83420334908.8648
1971,1972,Ethereum,ETH,2020-12-30 23:59:59,754.3032,720.9889,731.4728,751.619,17294574209.5112,85722581848.926
1972,1973,Ethereum,ETH,2020-12-31 23:59:59,754.2994,726.5119,751.6266,737.8034,13926846860.6429,84156810764.8074
1973,1974,Ethereum,ETH,2021-01-01 23:59:59,749.2019,719.7923,737.7084,730.3676,13652004358.4052,83318539689.4185
1974,1975,Ethereum,ETH,2021-01-02 23:59:59,786.7985,718.1095,730.4027,774.535,19740771179.2415,88367612520.2796
1975,1976,Ethereum,ETH,2021-01-03 23:59:59,1006.565,771.5616,774.5119,975.5077,45200463368.2085,111309985610.9073
1976,1977,Ethereum,ETH,2021-01-04 23:59:59,1153.1892,912.3053,977.0588,1040.233,56945985762.6882,118709509271.5964
1977,1978,Ethereum,ETH,2021-01-05 23:59:59,1129.3715,986.8113,1041.4988,1100.0061,41535932781.2677,125545618320.16
1978,1979,Ethereum,ETH,2021-01-06 23:59:59,1209.4285,1064.2334,1101.005,1207.1122,44699914188.329,137786204516.8729
1979,1980,Ethereum,ETH,2021-01-07 23:59:59,1282.5796,1167.4432,1208.0783,1225.6781,40468027279.6653,139921813991.6793
1980,1981,Ethereum,ETH,2021-01-08 23:59:59,1273.8275,1076.0815,1225.9679,1224.1971,44334826666.2876,139769385933.2377
1981,1982,Ethereum,ETH,2021-01-09 23:59:59,1303.8718,1182.2704,1223.7405,1281.0773,33233105360.8482,146280792179.4133
1982,1983,Ethereum,ETH,2021-01-10 23:59:59,1347.9261,1194.7156,1280.871,1262.2467,40616938052.611,144147690008.653
1983,1984,Ethereum,ETH,2021-01-11 23:59:59,1261.623,924.9226,1261.623,1090.1454,60733630300.4074,124508608481.9482
1984,1985,Ethereum,ETH,2021-01-12 23:59:59,1149.2403,1012.7641,1088.5267,1043.4346,37494601691.5965,119187795979.9586
1985,1986,Ethereum,ETH,2021-01-13 23:59:59,1134.3385,994.549,1043.741,1130.7394,30109792795.2057,129175741557.3657
1986,1987,Ethereum,ETH,2021-01-14 23:59:59,1244.163,1093.0607,1130.2311,1218.453,33410915928.9648,139212433451.9021
1987,1988,Ethereum,ETH,2021-01-15 23:59:59,1250.5058,1090.7211,1221.8771,1171.8346,35972039309.6376,133902070140.8523
